http://kenesh.kg//uploads/media/news_cover_photo/0001/80/thumb_79186_news_cover_photo_slider.jpg,13-03-2023 13:32,Комитет Жогорку Кенеша одобрил законопроект «О внесении изменений в некоторые законодательные акты Кыргызской Республики в сфере налогообложения»,Комитет Жогорку Кенеша одобрил законопроект «О внесении изменений в некоторые законодательные акты Кыргызской Республики в сфере налогообложения»
http://kenesh.kg//uploads/media/news_cover_photo/0001/80/thumb_79212_news_cover_photo_slider.jpg,13-03-2023 12:52,Профильный Комитет рассмотрел законопроекты в сфере продовольственной безопасности,Профильный Комитет рассмотрел законопроекты в сфере продовольственной безопасности
http://kenesh.kg//uploads/media/news_cover_photo/0001/80/thumb_79182_news_cover_photo_slider.jpg,13-03-2023 12:12,Комитет по социальной политике рассмотрел проект закона «О внесении изменений в Закон КР «О государственном пенсионном социальном страховании»,Комитет по социальной политике рассмотрел проект закона «О внесении изменений в Закон КР «О государственном пенсионном социальном страховании»
http://kenesh.kg//uploads/media/news_cover_photo/0001/80/thumb_79179_news_cover_photo_slider.jpg,13-03-2023 11:36,Комитет по социальной политике рассмотрел поправки в законодательные акты в сфере внешней миграции,Комитет по социальной политике рассмотрел поправки в законодательные акты в сфере внешней миграции
http://kenesh.kg//uploads/media/news_cover_photo/0001/80/thumb_79164_news_cover_photo_slider.jpeg,13-03-2023 10:28,Депутаты Жогорку Кенеша во главе с заместителем Торага Жогорку Кенеша Джамилей Исаевой приняли участие  в акции по посадке саженцев миндаля в Баткенской области,Депутаты Жогорку Кенеша во главе с заместителем Торага Жогорку Кенеша Джамилей Исаевой приняли участие  в акции по посадке саженцев миндаля в Баткенской области
http://kenesh.kg//uploads/media/news_cover_photo/0001/80/thumb_79144_news_cover_photo_slider.jpeg,11-03-2023 17:39,Депутат Жогорку Кенеша Айсаракан Абдибаева: «Необходимо расширить  межпарламентское сотрудничество по гендерным вопросам»,Депутат Жогорку Кенеша Айсаракан Абдибаева: «Необходимо расширить  межпарламентское сотрудничество по гендерным вопросам»
http://kenesh.kg//uploads/media/news_cover_photo/0001/80/thumb_79146_news_cover_photo_slider.jpg,11-03-2023 16:54,Депутат Жаныбек Абиров принял участие в открытии многофункциональной площадки,Депутат Жаныбек Абиров принял участие в открытии многофункциональной площадки
http://kenesh.kg//uploads/media/news_cover_photo/0001/80/thumb_79114_news_cover_photo_slider.jpeg,11-03-2023 15:00,Депутат Жогорку Кенеша Айбек Осмонов  встретился с военнослужащими Департамента охраны и конвоирования Службы исполнения наказаний при Министерстве юстиции,Депутат Жогорку Кенеша Айбек Осмонов  встретился с военнослужащими Департамента охраны и конвоирования Службы исполнения наказаний при Министерстве юстиции
http://kenesh.kg//uploads/media/news_cover_photo/0001/80/thumb_79100_news_cover_photo_slider.jpeg,11-03-2023 10:59,Депутат Шарапаткан Мажитова в Нью –Йорке выступила с докладом о вызовах и возможностях для женщин и детей в горных районах Кыргызстана в области «STEM»,Депутат Шарапаткан Мажитова в Нью –Йорке выступила с докладом о вызовах и возможностях для женщин и детей в горных районах Кыргызстана в области «STEM»
http://kenesh.kg//uploads/media/news_cover_photo/0001/80/thumb_79098_news_cover_photo_slider.JPG,10-03-2023 18:21,Депутаты Жогорку Кенеша приняли участие в заседаниях Контрольно-бюджетной комиссии и Постоянной комиссии по науке и образованию МПА СНГ,Депутаты Жогорку Кенеша приняли участие в заседаниях Контрольно-бюджетной комиссии и Постоянной комиссии по науке и образованию МПА СНГ
http://kenesh.kg//uploads/media/news_cover_photo/0001/80/thumb_79078_news_cover_photo_slider.jpg,10-03-2023 17:05,Состоялось заседание временной депутатской комиссии по изучению исполнения закона о профессиональных союзах,Состоялось заседание временной депутатской комиссии по изучению исполнения закона о профессиональных союзах
http://kenesh.kg//uploads/media/news_cover_photo/0001/80/thumb_79011_news_cover_photo_slider.jpeg,10-03-2023 13:05,Фракция «Альянс» встретилась с жителями аильного округа Ленинское,Фракция «Альянс» встретилась с жителями аильного округа Ленинское
http://kenesh.kg//uploads/media/news_cover_photo/0001/80/thumb_79035_news_cover_photo_slider.jpg,10-03-2023 12:58,Депутатская группа «Мекенчил» заслушала информацию Департамента пастбищ и племенного животноводства,Депутатская группа «Мекенчил» заслушала информацию Департамента пастбищ и племенного животноводства
http://kenesh.kg//uploads/media/news_cover_photo/0001/80/thumb_79024_news_cover_photo_slider.jpg,10-03-2023 12:50,Состоялось заседание Совета по развитию бизнеса и предпринимательства при Торага Жогорку Кенеша,Состоялось заседание Совета по развитию бизнеса и предпринимательства при Торага Жогорку Кенеша
http://kenesh.kg//uploads/media/news_cover_photo/0001/80/thumb_79008_news_cover_photo_slider.jpg,09-03-2023 16:43,Принят законопроект «О внесении изменения в Закон Кыргызской Республики «О защите банковских вкладов (депозитов)»  в первом чтении,Принят законопроект «О внесении изменения в Закон Кыргызской Республики «О защите банковских вкладов (депозитов)»  в первом чтении
http://kenesh.kg//uploads/media/news_cover_photo/0001/77/thumb_76705_news_cover_photo_slider.jpg,27-01-2023 15:30,"Состоялись парламентские слушания по законопроекту, направленному на защиту прав граждан, пострадавших от политических репрессий","Состоялись парламентские слушания по законопроекту, направленному на защиту прав граждан, пострадавших от политических репрессий"
http://kenesh.kg//uploads/media/news_cover_photo/0001/77/thumb_76694_news_cover_photo_slider.jpg,27-01-2023 13:47,Парламентская фракция «Ата-Журт Кыргызстан» заслушала информацию о текущем состоянии объектов капитального строительства,Парламентская фракция «Ата-Журт Кыргызстан» заслушала информацию о текущем состоянии объектов капитального строительства
http://kenesh.kg//uploads/media/news_cover_photo/0001/77/thumb_76688_news_cover_photo_slider.jpg,27-01-2023 13:31,Депутатская группа «Мекенчил» обсудила положение дел в сфере образования,Депутатская группа «Мекенчил» обсудила положение дел в сфере образования
http://kenesh.kg//uploads/media/news_cover_photo/0001/77/thumb_76612_news_cover_photo_slider.jpg,27-01-2023 10:18,Торага Нурланбек Шакиев вручил награды МПА СНГ депутатам Жогорку Кенеша,Торага Нурланбек Шакиев вручил награды МПА СНГ депутатам Жогорку Кенеша
http://kenesh.kg//uploads/media/news_cover_photo/0001/77/thumb_76607_news_cover_photo_slider.JPG,26-01-2023 17:09,Рассмотрен законопроект «О внесении изменения в Жилищный кодекс Кыргызской Республики» в первом чтении,Рассмотрен законопроект «О внесении изменения в Жилищный кодекс Кыргызской Республики» в первом чтении
http://kenesh.kg//uploads/media/news_cover_photo/0001/77/thumb_76606_news_cover_photo_slider.jpg,26-01-2023 16:42,Принят законопроект «О внесении изменения в Уголовно-процессуальный кодекс Кыргызской Республики» во втором чтении,Принят законопроект «О внесении изменения в Уголовно-процессуальный кодекс Кыргызской Республики» во втором чтении
http://kenesh.kg//uploads/media/news_cover_photo/0001/77/thumb_76605_news_cover_photo_slider.jpg,26-01-2023 16:10,Рассмотрен законопроект «О риелторской деятельности в Кыргызской Республике» во втором чтении,Рассмотрен законопроект «О риелторской деятельности в Кыргызской Республике» во втором чтении
http://kenesh.kg//uploads/media/news_cover_photo/0001/77/thumb_76598_news_cover_photo_slider.jpeg,26-01-2023 15:48,Принят законопроект «О внесении изменения в конституционный Закон Кыргызской Республики «О статусе судей Кыргызской Республики» в первом чтении,Принят законопроект «О внесении изменения в конституционный Закон Кыргызской Республики «О статусе судей Кыргызской Республики» в первом чтении
http://kenesh.kg//uploads/media/news_cover_photo/0001/77/thumb_76583_news_cover_photo_slider.jpeg,26-01-2023 15:12,Депутаты Жогорку Кенеша Эльдар Сулайманов и Азамат Исираилов  встретились с  молодыми предпринимателями,Депутаты Жогорку Кенеша Эльдар Сулайманов и Азамат Исираилов  встретились с  молодыми предпринимателями
http://kenesh.kg//uploads/media/news_cover_photo/0001/77/thumb_76581_news_cover_photo_slider.jpg,26-01-2023 14:55,"Рассмотрен законопроект «О переименовании Кош-Добонского айылного аймака Кочкорского района Нарынской области, некоторых сел Ошской и Таласской областей и Кара-Бууринского района Таласской области Кыргызской Республики»","Рассмотрен законопроект «О переименовании Кош-Добонского айылного аймака Кочкорского района Нарынской области, некоторых сел Ошской и Таласской областей и Кара-Бууринского района Таласской области Кыргызской Республики»"
http://kenesh.kg//uploads/media/news_cover_photo/0001/77/thumb_76580_news_cover_photo_slider.jpeg,26-01-2023 14:19,Принят законопроект о внесении изменений в некоторые законодательные акты Кыргызской Республики,Принят законопроект о внесении изменений в некоторые законодательные акты Кыргызской Республики
http://kenesh.kg//uploads/media/news_cover_photo/0001/77/thumb_76569_news_cover_photo_slider.jpg,26-01-2023 12:47,Состоялся телефонный разговор Торага Нурланбека Шакиева с Председателем Сената Парламента Казахстана Мауленом Ашимбаевым,Состоялся телефонный разговор Торага Нурланбека Шакиева с Председателем Сената Парламента Казахстана Мауленом Ашимбаевым
http://kenesh.kg//uploads/media/news_cover_photo/0001/77/thumb_76559_news_cover_photo_slider.jpg,26-01-2023 11:57,"Депутат Камила Талиева отметила, что необходимо завершить ремонт автомобильной дороги на перевале Бели-Сынык Баткенской области","Депутат Камила Талиева отметила, что необходимо завершить ремонт автомобильной дороги на перевале Бели-Сынык Баткенской области"
http://kenesh.kg//uploads/media/news_cover_photo/0001/77/thumb_76550_news_cover_photo_slider.jpg,26-01-2023 11:21,Депутат Омурбек Бакиров: «Необходимо взять под контроль стоимость услуг в частных медицинских лабораториях»,Депутат Омурбек Бакиров: «Необходимо взять под контроль стоимость услуг в частных медицинских лабораториях»
http://kenesh.kg//uploads/media/news_cover_photo/0001/77/thumb_76533_news_cover_photo_slider.jpg,26-01-2023 11:09,Депутаты обозначили социально-экономические проблемы населения,Депутаты обозначили социально-экономические проблемы населения
http://kenesh.kg//uploads/media/news_cover_photo/0001/75/thumb_74368_news_cover_photo_slider.png,13-12-2022 17:45,Профильный комитет заслушал информацию о среднесрочном и долгосрочном развитии энергетической отрасли КР,Профильный комитет заслушал информацию о среднесрочном и долгосрочном развитии энергетической отрасли КР
http://kenesh.kg//uploads/media/news_cover_photo/0001/75/thumb_74355_news_cover_photo_slider.jpg,13-12-2022 17:43,"Председатель Комитета по международным делам, обороне, безопасности и миграции ЖК КР Улан  Примов встретился с Чрезвычайным и Полномочным Послом Венгрии в КР Шандором Дороги","Председатель Комитета по международным делам, обороне, безопасности и миграции ЖК КР Улан  Примов встретился с Чрезвычайным и Полномочным Послом Венгрии в КР Шандором Дороги"
http://kenesh.kg//uploads/media/news_cover_photo/0001/75/thumb_74349_news_cover_photo_slider.jpg,13-12-2022 16:45,Заместитель Торага Жогорку Кенеша Нурланбек Азыгалиев встретился с и.о.Бизнес-омбудсмена Нурланом Мусуралиевым,Заместитель Торага Жогорку Кенеша Нурланбек Азыгалиев встретился с и.о.Бизнес-омбудсмена Нурланом Мусуралиевым
http://kenesh.kg//uploads/media/news_cover_photo/0001/75/thumb_74338_news_cover_photo_slider.jpg,13-12-2022 15:06,Торага Жогорку Кенеша Кыргызской Республики Нурланбек Шакиев принял Чрезвычайного и Полномочного Посла Республики Корея в Кыргызской Республике Ли Вонджэ,Торага Жогорку Кенеша Кыргызской Республики Нурланбек Шакиев принял Чрезвычайного и Полномочного Посла Республики Корея в Кыргызской Республике Ли Вонджэ
http://kenesh.kg//uploads/media/news_cover_photo/0001/75/thumb_74325_news_cover_photo_slider.jpg,12-12-2022 17:34,Профильный Комитет одобрил  законопроект «О внесении изменений в некоторые законодательные акты Кыргызской Республики в сфере налогообложения» в первом чтении,Профильный Комитет одобрил  законопроект «О внесении изменений в некоторые законодательные акты Кыргызской Республики в сфере налогообложения» в первом чтении
http://kenesh.kg//uploads/media/news_cover_photo/0001/75/thumb_74311_news_cover_photo_slider.jpg,12-12-2022 15:29,Комитет Жогорку Кенеша рассмотрел законопроект «О внесении изменений в некоторые законодательные акты Кыргызской Республики (Закон Кыргызской Республики «Об акционерных обществах» и Закон Кыргызской Республики «О хозяйственных товариществах и обществах»)»,Комитет Жогорку Кенеша рассмотрел законопроект «О внесении изменений в некоторые законодательные акты Кыргызской Республики (Закон Кыргызской Республики «Об акционерных обществах» и Закон Кыргызской Республики «О хозяйственных товариществах и обществах»)»
http://kenesh.kg//uploads/media/news_cover_photo/0001/75/thumb_74301_news_cover_photo_slider.jpg,12-12-2022 14:57,Профильный комитет одобрил Соглашение по реконструкции и оснащению здания Ошского государственного академического узбекского музыкально-драматического театра имени Бабура,Профильный комитет одобрил Соглашение по реконструкции и оснащению здания Ошского государственного академического узбекского музыкально-драматического театра имени Бабура
http://kenesh.kg//uploads/media/news_cover_photo/0001/75/thumb_74277_news_cover_photo_slider.jpg,12-12-2022 11:20,Торага Жогорку Кенеша  Нурланбек Шакиев  принял директора Союза местных самоуправлений КР Бектургана Орозбаева,Торага Жогорку Кенеша  Нурланбек Шакиев  принял директора Союза местных самоуправлений КР Бектургана Орозбаева
None,12-12-2022 11:19,Комитет Жогорку Кенеша рассмотрел поправки в Закон «О пожилых гражданах в Кыргызской Республике» во втором чтении,Комитет по социальной политике рассмотрел во втором чтении проект Закона Кыргызской Республики «О внесении изменений в Закон Кыргызской Республики «О пожилых гражданах в Кыргызской Республике».
http://kenesh.kg//uploads/media/news_cover_photo/0001/75/thumb_74275_news_cover_photo_slider.png,12-12-2022 10:49,Заместитель Торага Жогорку Кенеша Джамиля Исаева приняла участие в работе заседания Диалога женщин стран Центральной Азии в г. Ашхабад,Заместитель Торага Жогорку Кенеша Джамиля Исаева приняла участие в работе заседания Диалога женщин стран Центральной Азии в г. Ашхабад
http://kenesh.kg//uploads/media/news_cover_photo/0001/75/thumb_74274_news_cover_photo_slider.jpg,10-12-2022 12:57,Отдел по работе с общественностью и СМИ Аппарата Жогорку Кенеша сообщает следующее относительно комментария руководителя Ошской областной филармонии им. Р.Абдыкадырова,Отдел по работе с общественностью и СМИ Аппарата Жогорку Кенеша сообщает следующее относительно комментария руководителя Ошской областной филармонии им. Р.Абдыкадырова
http://kenesh.kg//uploads/media/news_cover_photo/0001/75/thumb_74261_news_cover_photo_slider.jpg,09-12-2022 18:03,Состоялось заседание депутатской комиссии по контролю целевого использования средств по проекту «Улучшение системы управления твердыми отходами в городе Бишкек»,Состоялось заседание депутатской комиссии по контролю целевого использования средств по проекту «Улучшение системы управления твердыми отходами в городе Бишкек»
http://kenesh.kg//uploads/media/news_cover_photo/0001/75/thumb_74255_news_cover_photo_slider.jpg,09-12-2022 16:22,Заместитель Торага Жогорку Кенеша Нурланбек Азыгалиев встретился с Чрезвычайным и Полномочным Послом Республики Корея в Кыргызской Республике Ли Вон Джэ,Заместитель Торага Жогорку Кенеша Нурланбек Азыгалиев встретился с Чрезвычайным и Полномочным Послом Республики Корея в Кыргызской Республике Ли Вон Джэ
http://kenesh.kg//uploads/media/news_cover_photo/0001/75/thumb_74235_news_cover_photo_slider.jpg,09-12-2022 15:48,В Жогорку Кенеше состоялся круглый стол «Реализация политических прав женщин в Кыргызстане: вызовы и рекомендации»,В Жогорку Кенеше состоялся круглый стол «Реализация политических прав женщин в Кыргызстане: вызовы и рекомендации»
http://kenesh.kg//uploads/media/news_cover_photo/0001/75/thumb_74231_news_cover_photo_slider.jpg,09-12-2022 14:25,В Жогорку Кенеше состоялся круглый стол по обсуждению вопросов в системе среднего профессионального образования,В Жогорку Кенеше состоялся круглый стол по обсуждению вопросов в системе среднего профессионального образования
http://kenesh.kg//uploads/media/news_cover_photo/0001/73/thumb_72434_news_cover_photo_slider.jpeg,28-10-2022 17:58,"Совет по правам женщин, детей и гендерного равенства при Торага ЖК КР обсудил предлагаемые изменения в законодательство Кыргызской Республики в сфере охраны и защиты от семейного, сексуального и гендерного насилия","Совет по правам женщин, детей и гендерного равенства при Торага ЖК КР обсудил предлагаемые изменения в законодательство Кыргызской Республики в сфере охраны и защиты от семейного, сексуального и гендерного насилия"
http://kenesh.kg//uploads/media/news_cover_photo/0001/73/thumb_72415_news_cover_photo_slider.jpg,28-10-2022 16:23,Премия МПА СНГ имени Чынгыза Айтматова вручена доктору филологических наук Шухрату Сирожиддинову,Премия МПА СНГ имени Чынгыза Айтматова вручена доктору филологических наук Шухрату Сирожиддинову
http://kenesh.kg//uploads/media/news_cover_photo/0001/73/thumb_72411_news_cover_photo_slider.jpg,28-10-2022 16:20,Делегация Жогорку Кенеша во главе с Торага Нурланбеком Шакиевым приняла участие в пленарном заседании МПА СНГ,Делегация Жогорку Кенеша во главе с Торага Нурланбеком Шакиевым приняла участие в пленарном заседании МПА СНГ
http://kenesh.kg//uploads/media/news_cover_photo/0001/73/thumb_72379_news_cover_photo_slider.jpg,28-10-2022 15:46,Парламентская фракция «Альянс» рассмотрела законопроект «О республиканском бюджете Кыргызской Республики на 2023 год и плановый период 2024–2025 годов»,Парламентская фракция «Альянс» рассмотрела законопроект «О республиканском бюджете Кыргызской Республики на 2023 год и плановый период 2024–2025 годов»
http://kenesh.kg//uploads/media/news_cover_photo/0001/73/thumb_72445_news_cover_photo_slider.jpg,28-10-2022 15:12,Депутат Чынгыз Ажибаев встретился с Послом Венгрии в Кыргызстане Шандором Дороги,Депутат Чынгыз Ажибаев встретился с Послом Венгрии в Кыргызстане Шандором Дороги
http://kenesh.kg//uploads/media/news_cover_photo/0001/73/thumb_72378_news_cover_photo_slider.jpg,28-10-2022 13:00,Проект закона «О республиканском бюджете Кыргызской Республики на 2023 год и плановый период 2024–2025 годов» рассмотрен парламентскими фракциями,Проект закона «О республиканском бюджете Кыргызской Республики на 2023 год и плановый период 2024–2025 годов» рассмотрен парламентскими фракциями
http://kenesh.kg//uploads/media/news_cover_photo/0001/73/thumb_72419_news_cover_photo_slider.jpeg,28-10-2022 12:56,Парламентская фракция «Ата-Журт Кыргызстан» заслушала информацию об исполнении республиканского бюджета за 9 месяцев 2022 года,Парламентская фракция «Ата-Журт Кыргызстан» заслушала информацию об исполнении республиканского бюджета за 9 месяцев 2022 года
http://kenesh.kg//uploads/media/news_cover_photo/0001/73/thumb_72365_news_cover_photo_slider.jpg,28-10-2022 09:59,Торага Жогорку Кенеша Нурланбек Шакиев встретился с Председателем Сената Парламента Казахстана Мауленом Ашимбаевым,Торага Жогорку Кенеша Нурланбек Шакиев встретился с Председателем Сената Парламента Казахстана Мауленом Ашимбаевым
